OTU ID	Bassenthwaite_01-nc.blast	Bassenthwaite_02-nc.blast	Bassenthwaite_03-nc.blast	Bassenthwaite_04-nc.blast	Bassenthwaite_05-nc.blast	Bassenthwaite_shore-01-nc.blast	Derwent_01-nc.blast	Derwent_02-nc.blast	Derwent_03-nc.blast	Derwent_04-nc.blast	Derwent_05-nc.blast	Derwent_shore-01-nc.blast	Mock-community_01-nc.blast	Mock-community_02-nc.blast	Mock-community_03-nc.blast	Mock-community_04-nc.blast	Mock-community_05-nc.blast	Mock-community_06-nc.blast	Mock-community_07-nc.blast	Mock-community_08-nc.blast	Mock-community_09-nc.blast	Mock-community_10-nc.blast	Windermere_01-nc.blast	Windermere_02-nc.blast	Windermere_03-nc.blast	Windermere_04-nc.blast	Windermere_05-nc.blast	Windermere_06-nc.blast	Windermere_07-nc.blast	Windermere_08-nc.blast	Windermere_09-nc.blast	Windermere_10-nc.blast	Windermere_11-0m-nc.blast	Windermere_11-10m-nc.blast	Windermere_11-20m-nc.blast	Windermere_11-30m-nc.blast	Windermere_11-40m-nc.blast	Windermere_11-50m-nc.blast	Windermere_11-60m-nc.blast	Windermere_12-nc.blast	Windermere_13-nc.blast	Windermere_14-nc.blast	Windermere_15-nc.blast	Windermere_16-nc.blast	Windermere_17-nc.blast	Windermere_18-nc.blast	Windermere_19-nc.blast	Windermere_20-nc.blast	Windermere_21-nc.blast	Windermere_22-nc.blast	Windermere_23-nc.blast	Windermere_24-nc.blast	Windermere_25-nc.blast	Windermere_26-nc.blast	Windermere_27-nc.blast	Windermere_28-0m-nc.blast	Windermere_28-10m-nc.blast	Windermere_28-20m-nc.blast	Windermere_28-30m-nc.blast	Windermere_28-40m-nc.blast	Windermere_29-nc.blast	Windermere_30-nc.blast	Windermere_31-nc.blast	Windermere_32-nc.blast	Windermere_33-nc.blast	Windermere_34-nc.blast	Windermere_35-nc.blast	Windermere_36-nc.blast	Windermere_37-nc.blast	Windermere_38-nc.blast	Windermere_39-nc.blast	Windermere_40-nc.blast	Windermere_41-nc.blast	Windermere_42-nc.blast	Windermere_43-nc.blast	Windermere_44-nc.blast	Windermere_45-nc.blast	Windermere_46-nc.blast	Windermere_47-nc.blast	Windermere_48-nc.blast	Windermere_49-nc.blast	Windermere_50-nc.blast	Windermere_shore-01-nc.blast	Windermere_shore-02-nc.blast	Windermere_shore-03-nc.blast	Windermere_shore-04-nc.blast	Windermere_shore-05-nc.blast	Windermere_shore-06-nc.blast	taxomomy
Salvelinus alpinus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	602.0	0.0	298.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	212.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2518.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Salmoniformes', 'f__Salmonidae', 'g__Salvelinus', 's__Salvelinus_alpinus']
Perca fluviatilis	0.0	1466.0	6754.0	2073.0	9969.0	12066.0	21686.0	0.0	26592.0	4.0	17.0	3839.0	10.0	2197.0	0.0	3521.0	0.0	0.0	4792.0	0.0	3782.0	0.0	25700.0	0.0	7938.0	7564.0	5120.0	6698.0	867.0	8449.0	6.0	4.0	9079.0	3248.0	20083.0	10488.0	0.0	3698.0	0.0	5487.0	4362.0	2302.0	22317.0	14132.0	10492.0	4423.0	5169.0	17145.0	3150.0	4878.0	10269.0	26761.0	15563.0	5407.0	13720.0	11691.0	18683.0	5620.0	11.0	15391.0	6.0	11130.0	20703.0	10615.0	7247.0	23364.0	21754.0	5805.0	3064.0	1963.0	2400.0	6605.0	3446.0	9469.0	102.0	6316.0	0.0	9567.0	6.0	1027.0	5434.0	33176.0	7425.0	13293.0	1015.0	3953.0	12861.0	10376.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Perciformes', 'f__Percidae', 'g__Perca', 's__Perca_fluviatilis']
Platichthys flesus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7553.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Pleuronectiformes', 'f__Pleuronectidae', 'g__Platichthys', 's__Platichthys_flesus']
Squalius cephalus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2046.0	0.0	0.0	2920.0	83.0	3898.0	0.0	0.0	400.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Squalius', 's__Squalius_cephalus']
Coregonus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	0.0	124.0	170.0	0.0	285.0	0.0	39.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Salmoniformes', 'f__Salmonidae', 'g__Coregonus']
Ameiurus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6363.0	0.0	0.0	27.0	3879.0	277.0	3.0	7.0	36.0	613.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Siluriformes', 'f__Ictaluridae', 'g__Ameiurus']
Salmo	94.0	0.0	620.0	417.0	207.0	149.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	393.0	730.0	0.0	0.0	0.0	427.0	894.0	0.0	272.0	329.0	89.0	696.0	682.0	19.0	0.0	176.0	0.0	38.0	11.0	1963.0	0.0	0.0	0.0	659.0	24.0	1057.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	646.0	0.0	634.0	0.0	234.0	27.0	2098.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	482.0	0.0	0.0	0.0	0.0	0.0	28.0	68.0	1477.0	226.0	0.0	0.0	0.0	364.0	0.0	0.0	29.0	321.0	22.0	182.0	189.0	0.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Salmoniformes', 'f__Salmonidae', 'g__Salmo']
Salvelinus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	531.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Salmoniformes', 'f__Salmonidae', 'g__Salvelinus']
Leuciscus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	149.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Leuciscus']
Salmoninae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Salmoniformes', 'f__Salmonidae']
Percinae	0.0	22.0	149.0	0.0	161.0	1404.0	616.0	0.0	100.0	0.0	0.0	24.0	0.0	208.0	17.0	481.0	0.0	0.0	401.0	0.0	511.0	0.0	2006.0	0.0	42.0	176.0	76.0	69.0	0.0	34.0	0.0	0.0	37.0	116.0	239.0	151.0	0.0	20.0	0.0	0.0	65.0	55.0	328.0	419.0	1307.0	0.0	466.0	165.0	13.0	263.0	151.0	3206.0	259.0	104.0	0.0	557.0	4.0	267.0	0.0	75.0	0.0	227.0	168.0	197.0	99.0	169.0	2818.0	123.0	0.0	34.0	74.0	0.0	0.0	141.0	0.0	737.0	0.0	57.0	0.0	0.0	14.0	519.0	28.0	276.0	45.0	71.0	312.0	587.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Perciformes', 'f__Percidae']
Gasterosteidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Perciformes', 'f__Gasterosteidae']
Cyprinidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	216.0	0.0	276.0	352.0	0.0	300.0	0.0	63.0	371.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	20.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	76.0	0.0	3.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	179.0	0.0	0.0	0.0	0.0	332.0	3.0	0.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae']
Salmonidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Salmoniformes', 'f__Salmonidae']
Percidae	0.0	0.0	93.0	40.0	3.0	22.0	16.0	0.0	116.0	0.0	0.0	7.0	0.0	57.0	46.0	119.0	0.0	0.0	196.0	157.0	18.0	0.0	70.0	0.0	108.0	0.0	25.0	0.0	0.0	82.0	0.0	0.0	70.0	14.0	34.0	62.0	0.0	0.0	0.0	50.0	7.0	0.0	68.0	0.0	34.0	0.0	90.0	20.0	27.0	0.0	0.0	181.0	86.0	12.0	0.0	24.0	138.0	44.0	0.0	20.0	0.0	14.0	21.0	27.0	82.0	115.0	96.0	0.0	43.0	4.0	0.0	91.0	0.0	41.0	0.0	63.0	0.0	101.0	0.0	13.0	47.0	93.0	34.0	136.0	0.0	0.0	105.0	23.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Perciformes', 'f__Percidae']
Clupeocephala	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	135.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['k__Metazoa', 'p__Chordata', 'c__Actinopteri']
unassigned	5011.0	1488.0	5984.0	4289.0	20277.0	726.0	3691.0	695.0	0.0	12531.0	29144.0	105.0	6921.0	4190.0	2638.0	5295.0	3285.0	5336.0	3519.0	3362.0	1615.0	3929.0	11486.0	37687.0	4107.0	15452.0	18200.0	13860.0	310.0	6800.0	25919.0	61082.0	56798.0	33541.0	39348.0	71.0	59579.0	43717.0	10794.0	35651.0	40710.0	36813.0	4373.0	18211.0	5542.0	28680.0	6715.0	11536.0	22057.0	2615.0	23938.0	5628.0	15784.0	14440.0	23405.0	12139.0	25908.0	20601.0	27479.0	10435.0	31490.0	25844.0	22830.0	37477.0	24.0	15186.0	6357.0	3786.0	4967.0	29014.0	15192.0	15154.0	8702.0	16047.0	31149.0	23432.0	29437.0	21968.0	677.0	35596.0	12988.0	10190.0	12449.0	15810.0	3437.0	24875.0	19355.0	3541.0	['k__unassigned', 'p__unassigned', 'c__unassigned', 'o__unassigned', 'f__unassigned', 'g__unassigned', 's__unassigned']
